Channels,UpNode,DownNode,OceanOrient,BendFlag,EffLength,RadCurv,Curvature,BendDir
482,383,358,1,1,8378.238672,21110.2342,0.396880423,-1
483,358,359,1,1,8793.200844,4965.150501,1.770983748,-1
484,359,360,1,1,18234.36162,8056.897912,2.263198792,-1
485,360,361,1,1,12617.63648,40045.41726,0.315083157,-1
486,361,362,1,1,8424.415956,5086.604356,1.656196426,-1
487,362,363,1,1,10712.64045,3852.107313,2.780981831,-1
488,363,364,1,1,20772.48951,69902.46727,0.297163896,-1
489,364,327,1,1,10812.10043,8169.532253,1.323466277,-1
490,411,363,1,1,4392.049141,5529.686884,0.79426724,-1
491,337,364,1,0,2107,0,0,0
492,365,359,1,1,6366.247664,2736.504433,2.326415988,-1
493,366,365,1,1,6103.452571,5283.23205,1.155249762,1
494,367,366,1,1,10044.77224,12266.02284,0.818910283,-1
495,427,367,1,1,11711.71827,7202.527498,1.626056725,1
496,344,368,-1,0,3500,0,0,0
497,368,339,-1,0,5500,0,0,0
498,368,328,1,1,8766.898045,26284.1039,0.33354373,1
499,337,372,1,1,3947.871913,6390.695345,0.617753108,1
500,415,372,1,1,4121.041588,5946.177051,0.69305733,1
501,428,232,1,1,10727.01695,57530.5311,0.186457812,-1
502,429,232,1,1,5268.736597,3268.87687,1.611788026,-1
503,430,373,1,1,8518.7748,4386.553484,1.942020046,-1
504,373,228,1,0,10118,0,0,0
505,431,374,1,1,5694.88832,10430.92375,0.545962032,1
506,374,375,1,1,6852.508454,9202.581877,0.744628904,-1
507,375,376,1,1,7419.342897,5646.271101,1.314025268,1
508,376,228,1,1,2475.278387,1361.125296,1.818552924,-1
509,432,376,1,0,4951,0,0,0
510,433,377,1,1,5186.564333,26161.54679,0.19825144,1
511,377,17,1,1,6550.962282,414586.5506,0.015801193,-1
512,321,210,1,0,7400,0,0,0
513,210,213,1,0,11150,0,0,0
514,211,328,1,1,16912.12888,13123.90283,1.288650876,-1
515,326,211,1,1,14115.31882,8674.83667,1.627156724,-1
516,293,210,1,1,14280.69989,254175.1512,0.056184485,1
517,293,321,1,0,13000,0,0,0
518,390,295,1,0,10000,0,0,0
519,391,390,1,0,10000,0,0,0
520,392,391,1,0,10000,0,0,0
521,434,392,1,0,10000,0,0,0
