Position,EpsV
0.559,0.00505363373282361
0.561,0.00504871824246533
0.563,0.0050436389679551
0.565,0.00503839591463995
0.567,0.00503298908785286
0.569,0.00502741849289313
0.571,0.0050216841350056
0.573,0.00501578601935912
0.575,0.00500972415102411
0.577,0.00500349853494894
0.579,0.0049971091759355
0.581,0.00499055607861374
0.583,0.00498383924741511
0.585,0.00497695868654504
0.587,0.00496991439995427
0.589,0.00496270639130919
0.591,0.00495533466396107
0.593,0.0049477992209141
0.595,0.00494010006479237
0.597,0.00493223719780574
0.599,0.00492421062171453
0.601,0.00491602033779302
0.603,0.00490766634679189
0.605,0.00489914864889939
0.607,0.00489046724370139
0.609,0.00488162213014026
0.611,0.00487261330647254
0.613,0.00486344077022557
0.615,0.00485410451815282
0.617,0.00484460454618813
0.619,0.00483494084939878
0.621,0.00482511342193754
0.623,0.00481512225699355
0.625,0.00480496734674209
0.627,0.0047946486822934
0.629,0.00478416625364037
0.631,0.0047735200496054
0.633,0.00476271005778617
0.635,0.00475173626450054
0.637,0.00474059865473072
0.639,0.00472929721206655
0.641,0.004717831918648
0.643,0.00470620275510715
0.645,0.00469440970050944
0.647,0.00468245273229445
0.649,0.00467033182621634
0.651,0.00465804695628374
0.653,0.00464559809469959
0.655,0.00463298521180074
0.657,0.00462020827599756
0.659,0.00460726725371353
0.661,0.00459416210932526
0.663,0.00458089280510257
0.665,0.00456745930114937
0.667,0.00455386155534488
0.669,0.00454009952328588
0.671,0.00452617315822981
0.673,0.00451208241103902
0.675,0.00449782723012639
0.677,0.0044834075614025
0.679,0.00446882334822442
0.681,0.00445407453134654
0.683,0.00443916104887359
0.685,0.00442408283621601
0.687,0.00440883982604802
0.689,0.00439343194826856
0.691,0.00437785912996551
0.693,0.00436212129538328
0.695,0.0043462183658942
0.697,0.00433015025997393
0.699,0.00431391689318129
0.701,0.00429751817814282
0.703,0.00428095402454227
0.705,0.00426422433911547
0.707,0.00424732902565119
0.709,0.00423026798499778
0.711,0.00421304111507654
0.713,0.00419564831090175
0.715,0.00417808946460842
0.717,0.00416036446548731
0.719,0.00414247320002839
0.721,0.00412441555197279
0.723,0.00410619140237379
0.725,0.00408780062966741
0.727,0.00406924310975289
0.729,0.00405051871608364
0.731,0.00403162731976931
0.733,0.00401256878968912
0.735,0.00399334299261733
0.737,0.00397394979336117
0.739,0.00395438905491176
0.741,0.00393466063860875
0.743,0.00391476440431898
0.745,0.00389470021062983
0.747,0.00387446791505786
0.749,0.0038540673742732
0.751,0.00383349844434036
0.753,0.00381276098097601
0.755,0.00379185483982419
0.757,0.00377077987674969
0.759,0.00374953594815011
0.761,0.00372812291128709
0.763,0.00370654062463746
0.765,0.00368478894826476
0.767,0.0036628677442116
0.769,0.00364077687691371
0.771,0.00361851621363597
0.773,0.00359608562493098
0.775,0.00357348498512093
0.777,0.00355071417280294
0.779,0.00352777307137869
0.781,0.00350558042675962
0.783,0.00348439225066339
0.785,0.00346422100443031
0.787,0.00344507914940068
0.789,0.0034269791469148
0.791,0.00340993345831299
0.793,0.00339395454493554
0.795,0.00337905486812276
0.797,0.00336524688921495
0.799,0.00335254306955242
0.801,0.00334095587047547
0.803,0.00333049775332441
0.805,0.00332118117943954
0.807,0.00331301861016116
0.809,0.00330602250682958
0.811,0.0033002053307851
0.813,0.00329557954336803
0.815,0.00329215760591867
0.817,0.00328995197977732
0.819,0.00328897512628429
0.821,0.00328897512628429
0.823,0.00328897512628429
0.825,0.00328897512628429
0.827,0.00328897512628429
0.829,0.00328897512628429
0.831,0.00328897512628429
0.833,0.00328897512628429
0.835,0.00328897512628429
0.837,0.00328897512628429
0.839,0.00328897512628429
0.841,0.00328897512628429
0.843,0.00328897512628429
0.845,0.00328897512628429
0.847,0.00328897512628429
0.849,0.00328897512628429
0.851,0.00328897512628429
0.853,0.00328897512628429
0.855,0.00328897512628429
0.857,0.00328897512628429
0.859,0.00328897512628429
0.861,0.00328897512628429
0.863,0.00328897512628429
0.865,0.00328897512628429
0.867,0.00328897512628429
0.869,0.00328897512628429
0.871,0.00328897512628429
0.873,0.00328897512628429
0.875,0.00328897512628429
0.877,0.00328897512628429
0.879,0.00328897512628429
0.881,0.00328897512628429
0.883,0.00328897512628429
0.885,0.00328897512628429
0.887,0.00328897512628429
0.889,0.00328897512628429
0.891,0.00328897512628429
0.893,0.00328897512628429
0.895,0.00328897512628429
0.897,0.00328897512628429
0.899,0.00328897512628429
0.901,0.00328897512628429
0.903,0.00328897512628429
0.905,0.00328897512628429
0.907,0.00328897512628429
0.909,0.00328897512628429
0.911,0.00328897512628429
0.913,0.00328897512628429
0.915,0.00328897512628429
0.917,0.00328897512628429
0.919,0.00328897512628429
0.921,0.00328897512628429
0.923,0.00328897512628429
0.925,0.00328897512628429
0.927,0.00328897512628429
0.929,0.00328897512628429
0.931,0.00328897512628429
0.933,0.00328897512628429
0.935,0.00328897512628429
0.937,0.00328897512628429
0.939,0.00328897512628429
0.941,0.00328897512628429
0.943,0.00328897512628429
0.945,0.00328897512628429
0.947,0.00328897512628429
0.949,0.00328897512628429
0.951,0.00328897512628429
0.953,0.00328897512628429
0.955,0.00328897512628429
0.957,0.00328897512628429
0.959,0.00328897512628429
0.961,0.00328897512628429
0.963,0.00328897512628429
0.965,0.00328897512628429
0.967,0.00328897512628429
0.969,0.00328897512628429
0.971,0.00328897512628429
0.973,0.00328897512628429
0.975,0.00328897512628429
0.977,0.00328897512628429
0.979,0.00328897512628429
0.981,0.00328897512628429
0.983,0.00328897512628429
0.985,0.00328897512628429
0.987,0.00328897512628429
0.989,0.00328897512628429
0.991,0.00328897512628429
0.993,0.00328897512628429
0.995,0.00328897512628429
0.997,0.00328897512628429
0.999,0.00328897512628429
